Wall time,Step,Value
1770898062.965587,0,0.16978919506072998
1770898196.0407746,1,0.10771682858467102
1770898323.5811648,2,0.08553805202245712
1770898450.3855202,3,0.07641799002885818
1770898572.657717,4,0.0679221823811531
1770898693.4041355,5,0.06263221055269241
1770898812.9610488,6,0.05972806736826897
1770898932.556484,7,0.056113339960575104
1770899052.16959,8,0.05352873355150223
1770899171.5057619,9,0.04967094585299492
1770899290.601256,10,0.04720199480652809
1770899408.856748,11,0.045681532472372055
1770899527.8724194,12,0.044060610234737396
1770899645.0980287,13,0.04278593137860298
1770899763.4812467,14,0.041333477944135666
1770899884.53047,15,0.03995373100042343
1770900003.0054076,16,0.03863993659615517
1770900124.3529265,17,0.03748159855604172
1770900246.7736475,18,0.036141104996204376
1770900371.6702335,19,0.03539406880736351
1770900483.244407,20,0.0348907969892025
1770900604.6200843,21,0.03364437445998192
1770900726.8014736,22,0.03266829252243042
1770900849.0680633,23,0.03261313587427139
1770900965.021238,24,0.03127191588282585
1770901082.407303,25,0.03177855163812637
1770901204.3390133,26,0.03064187429845333
1770901326.4905362,27,0.030235489830374718
1770901448.714739,28,0.029986638575792313
1770901561.2654078,29,0.029726840555667877
1770901684.2274165,30,0.02886071614921093
1770901809.0240393,31,0.028639905154705048
1770901933.7569392,32,0.028674865141510963
1770902049.6554406,33,0.027284622192382812
1770902172.8751345,34,0.02758687175810337
1770902296.3012252,35,0.027151033282279968
1770902420.5767074,36,0.026656026020646095
1770902539.1503072,37,0.02699010632932186
1770902662.593362,38,0.02690809965133667
1770902786.1678514,39,0.026333875954151154
1770902909.3718472,40,0.025976933538913727
1770903030.8835006,41,0.02597392164170742
1770903148.7154708,42,0.02509230561554432
1770903270.6567464,43,0.02565975859761238
1770903397.2602856,44,0.02473468706011772
1770903525.512218,45,0.024473853409290314
1770903645.5758703,46,0.024493655189871788
1770903767.7399297,47,0.024533916264772415
1770903890.9948134,48,0.023986101150512695
1770904015.1118925,49,0.023726947605609894
1770904136.869264,50,0.024167500436306
1770904255.030012,51,0.023674573749303818
1770904381.4181764,52,0.02352859638631344
1770904504.8149722,53,0.023764751851558685
1770904626.792999,54,0.023428360000252724
1770904747.1243694,55,0.0232800655066967
1770904870.4763477,56,0.023152315989136696
1770904995.3352072,57,0.022851914167404175
1770905121.552128,58,0.023159347474575043
1770905237.371835,59,0.022510401904582977
1770905363.432721,60,0.02274482138454914
1770905489.8597767,61,0.022093836218118668
1770905613.8701801,62,0.022101255133748055
1770905728.475582,63,0.022112760692834854
1770905852.6772382,64,0.02230432815849781
1770905978.70833,65,0.022064561024308205
1770906102.294447,66,0.022022688761353493
1770906220.676704,67,0.021981967613101006
1770906346.8433795,68,0.021790461614727974
1770906470.6866095,69,0.021396081894636154
1770906595.183588,70,0.021863244473934174
1770906715.1640298,71,0.02144687995314598
1770906839.283599,72,0.021443160250782967
1770906964.6172993,73,0.021440599113702774
1770907088.0328958,74,0.02140970341861248
1770907209.6080017,75,0.021228615194559097
1770907336.0245054,76,0.021187227219343185
1770907456.613644,77,0.021267475560307503
1770907583.0927703,78,0.02099505253136158
1770907704.1981602,79,0.020949266850948334
1770907827.648027,80,0.020821817219257355
1770907951.3826785,81,0.020882805809378624
1770908074.1117613,82,0.02161148004233837
1770908196.5702825,83,0.020519113168120384
1770908322.7336285,84,0.020851701498031616
1770908445.1463113,85,0.020366622135043144
1770908567.34674,86,0.020806726068258286
1770908694.0691159,87,0.02068992704153061
1770908817.8766665,88,0.02035190537571907
1770908941.3906927,89,0.02017272263765335
1770909063.8121483,90,0.020282521843910217
1770909186.1291046,91,0.020422155037522316
1770909313.622067,92,0.0205399077385664
1770909435.6438267,93,0.020285405218601227
1770909557.7705715,94,0.020154299214482307
1770909683.4692936,95,0.0199679434299469
1770909808.977854,96,0.020509524270892143
1770909930.1039398,97,0.01986546255648136
1770910051.8418822,98,0.020138921216130257
1770910175.1942172,99,0.020175395533442497
1770910300.4378438,100,0.020328408107161522
1770910420.5305088,101,0.01988416723906994
1770910542.331802,102,0.019940901547670364
1770910667.0814571,103,0.019739458337426186
1770910790.5069041,104,0.019598934799432755
1770910910.719316,105,0.020121688023209572
1770911033.2344801,106,0.019759226590394974
1770911156.0721784,107,0.01975908689200878
1770911279.3496552,108,0.019359733909368515
1770911397.9469337,109,0.019637854769825935
1770911520.1985545,110,0.01985281892120838
1770911643.3954747,111,0.019499626010656357
1770911770.7632349,112,0.01971866376698017
1770911893.236573,113,0.019506890326738358
1770912015.8873367,114,0.019454235211014748
1770912140.6837575,115,0.019397420808672905
1770912264.693978,116,0.019238797947764397
